hann_kernel_size, rds_train, rds_val, hann_train, hann_val
45, 0.7214147495444115, 0.7217199248813598, 2.7595853577755074, 4.971685920987085
43, 0.7233566329031501, 0.7236440553963581, 2.7289161213004913, 4.480528606555751
41, 0.719780047197383, 0.7248186994091014, 2.7456156411637918, 4.4478882551986905
39, 0.7179281998055899, 0.7208491939599917, 2.7733484968996063, 4.702103086222663
37, 0.7142497933629318, 0.7219428812536831, 2.799486197882004, 5.091916174291771
35, 0.7109410892916457, 0.7191896254070271, 2.7925083924516865, 4.494617221041144
33, 0.7087438951376981, 0.7108305485524763, 2.843103216898387, 4.6256616142554865
31, 0.708001520545822, 0.7174881924881281, 2.9583895674613268, 3.8664855039548303
29, 0.6973521176015045, 0.7154261400791682,  2.93722896725701, 4.643049929653122
